Pre,Displacement,Tension,Resistance,Stutus,,0--12,4--12,8--12,,,,
5.08,10.91,43.6,,,,,,13.11,,21.11,9.3,28
5.09,10.9,43.3,,,,,,13.12,,21.12,9.31,28
5.1,10.89,43.3,,,,,,13.13,,21.13,9.32,28.1
5.11,10.87,43.3,,,,,,13.14,,21.14,9.34,28.1
5.13,10.85,43.3,,,,,,13.16,,21.16,9.35,28.1
5.14,10.85,43.3,,,,,,13.17,,21.17,9.36,28.1
5.15,10.84,43.1,,,,,,13.18,,21.18,9.38,28.4
5.16,10.82,43,,,,,,13.19,,21.19,9.4,28.4
5.18,10.81,43,,,,,,13.21,,21.21,9.4,28.4
5.19,10.8,43,,,,,,13.22,,21.22,9.42,28.7
5.2,10.78,42.8,,,,,,13.23,,21.23,9.44,28.4
5.21,10.77,42.6,,,,,,13.24,,21.24,9.44,28.4
5.22,10.76,42.8,,,,,,13.25,,21.26,9.46,28.6
5.24,10.75,42.6,,,,,,13.27,,21.27,9.47,28.9
5.25,10.73,42.4,,,,,,13.28,,21.28,9.48,28.7
5.26,10.72,42.3,,,,,,13.29,,21.29,9.49,28.9
5.27,10.71,42,,,,,,13.3,,21.31,9.51,29.1
5.29,10.69,42.1,,,,,,13.32,,21.32,9.52,29
5.3,10.68,42.2,,,,,,13.33,,21.33,9.53,29.1
5.31,10.67,42.1,,,,,,13.34,,21.34,9.55,28.8
5.32,10.65,41.8,,,,,,13.35,,21.36,9.56,28.8
5.34,10.64,41.9,,,,,,13.37,,21.37,9.57,28.9
5.35,10.63,41.9,,,,,,13.38,,21.38,9.59,29.1
5.36,10.62,42,,,,,,13.39,,21.39,9.6,29.3
5.37,10.6,41.8,,,,,,13.4,,21.4,9.61,29.3
5.39,10.59,41.7,,,,,,13.42,,21.42,9.63,29.2
5.4,10.58,41.7,,,,,,13.43,,21.43,9.64,29.2
5.41,10.57,41.5,,,,,,13.44,,21.44,9.65,29.3
5.42,10.55,41.4,,,,,,13.45,,21.45,9.66,29.4
5.43,10.54,41.4,,,,,,13.46,,21.47,9.68,29.2
5.45,10.53,41.3,,,,,,13.48,,21.48,9.69,29.4
5.46,10.52,41.4,,,,,,13.49,,21.49,9.69,29.5
5.47,10.5,41.5,,,,,,13.5,,21.5,9.71,29.8
5.48,10.49,41.2,,,,,,13.51,,21.52,9.72,29.8
5.5,10.48,41,,,,,,13.53,,21.53,9.73,29.8
5.51,10.46,40.8,,,,,,13.54,,21.54,9.75,29.9
5.52,10.45,40.7,,,,,,13.55,,21.55,9.76,29.8
5.53,10.44,40.6,,,,,,13.56,,21.57,9.77,30.2
5.55,10.43,40.6,,,,,,13.58,,21.58,9.79,30.2
5.56,10.42,40.4,,,,,,13.59,,21.59,9.8,30
5.57,10.4,40.4,,,,,,13.6,,21.6,9.81,29.9
5.58,10.39,40.4,,,,,,13.61,,21.61,9.83,30
5.6,10.38,40.4,,,,,,13.63,,21.63,9.84,30.2
5.61,10.36,40.4,,,,,,13.64,,21.64,9.85,30.4
5.62,10.35,40.3,,,,,,13.65,,21.65,9.87,30.3
5.63,10.34,40.4,,,,,,13.66,,21.66,9.88,30.3
5.65,10.32,40.7,,,,,,13.68,,21.68,9.89,30.4
5.66,10.31,40.5,,,,,,13.69,,21.69,9.9,30.4
5.67,10.3,40.1,,,,,,13.7,,21.7,9.92,30.3
5.68,10.28,40.1,,,,,,13.71,,21.71,9.93,30.4
5.69,10.27,39.9,,,,,,13.72,,21.73,9.94,30.4
5.71,10.26,39.7,,,,,,13.74,,21.74,9.96,30.5
5.72,10.25,39.6,,,,,,13.75,,21.75,9.97,30.8
5.73,10.23,39.7,,,,,,13.76,,21.76,9.98,30.7
5.74,10.22,39.8,,,,,,13.77,,21.78,10,30.6
5.76,10.21,39.8,,,,,,13.79,,21.79,10.01,30.7
5.77,10.19,39.6,,,,,,13.8,,21.8,10.02,30.7
5.78,10.18,39.4,,,,,,13.81,,21.81,10.04,31
5.79,10.17,39.5,,,,,,13.82,,21.82,10.05,31.2
5.81,10.15,39.4,,,,,,13.84,,21.84,10.06,31
5.82,10.15,39,,,,,,13.85,,21.85,10.08,30.8
5.83,10.14,39.1,,,,,,13.86,,21.86,10.09,30.8
5.84,10.11,39.1,,,,,,13.87,,21.87,10.1,31
5.86,10.1,39.1,,,,,,13.89,,21.89,10.11,31.2
5.87,10.1,38.9,,,,,,13.9,,21.9,10.13,31.2
5.88,10.08,39,,,,,,13.91,,21.91,10.14,31.2
5.89,10.06,38.9,,,,,,13.92,,21.92,10.15,31.4
5.9,10.06,38.8,,,,,,13.93,,21.94,10.17,31.5
5.92,10.04,38.8,,,,,,13.95,,21.95,10.18,31.5
5.93,10.02,38.9,,,,,,13.96,,21.96,10.19,31.8
5.94,10.02,38.8,,,,,,13.97,,21.97,10.21,31.8
5.95,10,38.7,,,,,,13.98,,21.98,10.22,31.7
5.97,9.98,38.6,,,,,,14,,22,10.23,31.8
5.98,9.97,38.4,,,,,,14.01,,22.01,10.24,32
5.99,9.96,38.5,,,,,,14.02,,22.02,10.26,31.9
6,9.94,38.6,,,,,,14.03,,22.03,10.27,31.7
6.02,9.94,38.4,,,,,,14.05,,22.05,10.28,31.9
6.03,9.92,38.2,,,,,,14.06,,22.06,10.29,32.1
6.04,9.9,38.1,,,,,,14.07,,22.07,10.31,32
6.05,9.9,38.1,,,,,,14.08,,22.08,10.32,32.1
6.07,9.88,38,,,,,,14.1,,22.1,10.34,32.2
6.08,9.86,38,,,,,,14.11,,22.11,10.35,32.1
6.09,9.85,38.1,,,,,,14.12,,22.12,10.36,32.3
6.1,9.85,37.9,,,,,,14.13,,22.13,10.37,32.3
6.11,9.83,37.7,,,,,,14.14,,22.15,10.39,32.2
6.13,9.81,37.7,,,,,,14.16,,22.16,10.4,32.3
6.14,9.81,37.6,,,,,,14.17,,22.17,10.41,32.5
6.15,9.79,37.7,,,,,,14.18,,22.18,10.43,32.7
6.16,9.77,37.7,,,,,,14.19,,22.19,10.44,32.7
6.18,9.77,37.6,,,,,,14.21,,22.21,10.45,32.7
6.19,9.75,37.2,,,,,,14.22,,22.22,10.46,32.8
6.2,9.73,37.2,,,,,,14.23,,22.23,10.48,32.9
6.21,9.73,37.3,,,,,,14.24,,22.25,10.48,32.9
6.23,9.71,37.4,,,,,,14.26,,22.26,10.5,32.9
6.24,9.7,37.3,,,,,,14.27,,22.27,10.52,32.8
6.25,9.69,37.3,,,,,,14.28,,22.28,10.52,32.9
6.26,9.67,37.2,,,,,,14.29,,22.29,10.54,33.2
6.28,9.66,36.9,,,,,,14.31,,22.31,10.56,33.2
6.29,9.65,36.7,,,,,,14.32,,22.32,10.56,33
6.3,9.64,36.8,,,,,,14.33,,22.33,10.58,33.1
6.31,9.63,36.7,,,,,,14.34,,22.34,10.6,33.1
6.32,9.61,36.7,,,,,,14.35,,22.36,10.6,33.4
6.34,9.6,36.7,,,,,,14.37,,22.37,10.61,33.7
6.35,9.59,36.6,,,,,,14.38,,22.38,10.63,33.6
6.36,9.57,36.6,,,,,,14.39,,22.39,10.65,33.4
6.37,9.56,36.3,,,,,,14.4,,22.4,10.65,33.2
6.39,9.55,36.3,,,,,,14.42,,22.42,10.67,33.4
6.4,9.54,36.2,,,,,,14.43,,22.43,10.68,33.5
6.41,9.52,36.1,,,,,,14.44,,22.44,10.69,33.7
6.42,9.51,36,,,,,,14.45,,22.45,10.71,33.7
6.44,9.5,36.1,,,,,,14.47,,22.47,10.72,33.7
6.45,9.48,36,,,,,,14.48,,22.48,10.73,33.9
6.46,9.47,36,,,,,,14.49,,22.49,10.74,34
6.47,9.46,36,,,,,,14.5,,22.5,10.76,33.9
6.49,9.44,36.1,,,,,,14.52,,22.52,10.77,33.9
6.5,9.43,35.9,,,,,,14.53,,22.53,10.78,33.8
6.51,9.42,35.6,,,,,,14.54,,22.54,10.8,34
6.52,9.4,35.7,,,,,,14.55,,22.55,10.81,34.1
6.53,9.4,35.7,,,,,,14.56,,22.57,10.82,33.9
6.55,9.38,35.7,,,,,,14.58,,22.58,10.84,34.1
6.56,9.37,35.6,,,,,,14.59,,22.59,10.85,34.2
6.57,9.35,35.6,,,,,,14.6,,22.6,10.85,34.2
6.58,9.34,35.5,,,,,,14.61,,22.61,10.88,34.3
6.6,9.33,35.5,,,,,,14.63,,22.63,10.88,34.3
6.61,9.31,35.3,,,,,,14.64,,22.64,10.9,34.2
6.62,9.3,35.3,,,,,,14.65,,22.65,10.91,34.6
6.63,9.29,35.4,,,,,,14.66,,22.67,10.92,34.8
6.65,9.28,35.3,,,,,,14.68,,22.68,10.93,34.8
6.66,9.26,35.1,,,,,,14.69,,22.69,10.94,34.9
6.67,9.25,34.9,,,,,,14.7,,22.7,10.96,34.8
6.68,9.24,35,,,,,,14.71,,22.71,10.97,34.8
6.7,9.23,35,,,,,,14.73,,22.73,10.98,35
6.71,9.22,34.8,,,,,,14.74,,22.74,11,35
6.72,9.2,34.6,,,,,,14.75,,22.75,11.01,34.9
6.73,9.19,34.8,,,,,,14.76,,22.76,11.02,35.1
6.74,9.18,34.7,,,,,,14.77,,22.78,11.04,35.1
6.76,9.17,34.6,,,,,,14.79,,22.79,11.05,34.8
6.77,9.15,34.7,,,,,,14.8,,22.8,11.06,34.9
6.78,9.14,34.7,,,,,,14.81,,22.81,11.07,35.1
6.79,9.13,34.7,,,,,,14.82,,22.83,11.09,35.1
6.81,9.11,34.6,,,,,,14.84,,22.84,11.1,35.2
6.82,9.1,34.4,,,,,,14.85,,22.85,11.11,35.1
6.83,9.09,34.4,,,,,,14.86,,22.86,11.13,35.2
6.84,9.08,34.4,,,,,,14.87,,22.87,11.14,35.2
6.86,9.06,34.4,,,,,,14.89,,22.89,11.15,35.2
6.87,9.05,34.4,,,,,,14.9,,22.9,11.16,35.5
6.88,9.03,34.4,,,,,,14.91,,22.91,11.17,35.8
6.89,9.02,33.8,,,,,,14.92,,22.92,11.19,35.8
6.91,9.02,33.8,,,,,,14.94,,22.94,11.2,35.9
6.92,9,33.9,,,,,,14.95,,22.95,11.21,35.7
6.93,8.98,34.1,,,,,,14.96,,22.96,11.23,35.9
6.94,8.98,33.8,,,,,,14.97,,22.97,11.23,36.1
6.95,8.96,33.7,,,,,,14.98,,22.99,11.25,36.3
6.97,8.94,33.5,,,,,,15,,23,11.27,36.4
6.98,8.94,33.5,,,,,,15.01,,23.01,11.27,36.5
6.99,8.92,33.5,,,,,,15.02,,23.02,11.29,36.4
7,8.9,33.6,,,,,,15.03,,23.04,11.3,36.4
7.02,8.9,33.5,,,,,,15.05,,23.05,11.31,36.4
7.03,8.89,33.4,,,,,,15.06,,23.06,11.32,36.5
7.04,8.86,33.4,,,,,,15.07,,23.07,11.34,36.7
7.05,8.86,33.2,,,,,,15.08,,23.08,11.35,36.8
7.07,8.85,33.4,,,,,,15.1,,23.1,11.36,36.7
7.08,8.83,33.2,,,,,,15.11,,23.11,11.38,36.4
7.09,8.82,32.8,,,,,,15.12,,23.12,11.4,36.4
7.1,8.81,32.9,,,,,,15.13,,23.13,11.4,36.6
7.12,8.79,32.9,,,,,,15.15,,23.15,11.42,36.8
7.13,8.77,33,,,,,,15.16,,23.16,11.44,37
7.14,8.77,33.1,,,,,,15.17,,23.17,11.44,36.8
7.15,8.75,33.1,,,,,,15.18,,23.18,11.46,37
7.16,8.73,32.8,,,,,,15.19,,23.2,11.47,37.1
7.18,8.73,32.6,,,,,,15.21,,23.21,11.48,37
7.19,8.71,32.8,,,,,,15.22,,23.22,11.5,37
7.2,8.7,32.8,,,,,,15.23,,23.23,11.51,37.1
7.22,8.69,32.7,,,,,,15.25,,23.25,11.52,37
7.23,8.68,32.7,,,,,,15.26,,23.26,11.53,37
7.24,8.66,32.8,,,,,,15.27,,23.27,11.55,37.2
7.25,8.65,32.5,,,,,,15.28,,23.28,11.56,37.4
7.26,8.64,32.5,,,,,,15.29,,23.29,11.57,37.6
7.28,8.62,32.4,,,,,,15.31,,23.31,11.59,37.4
7.29,8.61,32.2,,,,,,15.32,,23.32,11.6,37.5
7.3,8.6,32.2,,,,,,15.33,,23.33,11.61,37.3
7.31,8.59,32.1,,,,,,15.34,,23.34,11.63,37.6
7.33,8.57,32,,,,,,15.36,,23.36,11.64,37.8
7.34,8.56,32.2,,,,,,15.37,,23.37,11.65,38
7.35,8.55,32,,,,,,15.38,,23.38,11.66,37.9
7.36,8.53,31.9,,,,,,15.39,,23.39,11.68,37.9
7.38,8.52,31.9,,,,,,15.41,,23.41,11.68,38.1
7.39,8.51,31.6,,,,,,15.42,,23.42,11.69,38.2
7.4,8.5,31.4,,,,,,15.43,,23.43,11.71,38
7.41,8.48,31.7,,,,,,15.44,,23.44,11.72,38.1
7.43,8.47,31.9,,,,,,15.46,,23.46,11.73,38.4
7.44,8.46,31.6,,,,,,15.47,,23.47,11.75,38.2
7.45,8.44,31.5,,,,,,15.48,,23.48,11.76,38.1
7.46,8.43,31.5,,,,,,15.49,,23.49,11.77,38.4
7.47,8.42,31.5,,,,,,15.5,,23.51,11.79,38.5
7.49,8.4,31.4,,,,,,15.52,,23.52,11.8,38.7
7.5,8.4,31.3,,,,,,15.53,,23.53,11.81,39
7.51,8.38,31,,,,,,15.54,,23.54,11.83,38.9
7.52,8.37,30.9,,,,,,15.55,,23.55,11.84,38.6
7.53,8.35,31,,,,,,15.56,,23.57,11.85,38.7
7.55,8.34,31.1,,,,,,15.58,,23.58,11.87,38.7
7.56,8.33,31,,,,,,15.59,,23.59,11.88,38.9
7.57,8.31,31.2,,,,,,15.6,,23.6,11.89,38.8
7.59,8.3,31.1,,,,,,15.62,,23.62,11.9,38.9
7.6,8.3,30.9,,,,,,15.63,,23.63,11.92,39.2
7.61,8.28,30.7,,,,,,15.64,,23.64,11.93,39
7.62,8.27,30.7,,,,,,15.65,,23.65,11.94,39
7.64,8.26,30.9,,,,,,15.67,,23.67,11.96,39.1
7.65,8.24,30.9,,,,,,15.68,,23.68,11.97,39.1
7.66,8.23,30.7,,,,,,15.69,,23.69,11.98,39.3
7.67,8.22,30.5,,,,,,15.7,,23.7,11.99,39.4
7.68,8.21,30.5,,,,,,15.71,,23.72,12.01,39.4
7.7,8.19,30.5,,,,,,15.73,,23.73,12.01,39.5
7.71,8.18,30.5,,,,,,15.74,,23.74,12.01,39.5
7.72,8.17,30.5,,,,,,15.75,,23.75,12.01,39.3
7.73,8.15,30.4,,,,,,15.76,,23.76,12.01,39.1
7.75,8.14,30.3,,,,,,15.78,,23.78,12.01,39
7.76,8.13,30.4,,,,,,15.79,,23.79,12.01,39.3
7.77,8.11,30.3,,,,,,15.8,,23.8,12.01,39.2
7.78,8.1,30.3,,,,,,15.81,,23.81,12.01,39
7.8,8.09,30,,,,,,15.83,,23.83,12.01,38.8
7.81,8.07,29.8,,,,,,15.84,,23.84,12.01,38.8
7.82,8.06,30,,,,,,15.85,,23.85,12.01,39
7.83,8.05,29.9,,,,,,15.86,,23.86,12.01,38.9
7.85,8.05,29.9,,,,,,15.88,,23.88,12.01,38.9
7.86,8.05,30,,,,,,15.89,,23.89,12.01,38.6
7.87,8.05,29.7,,,,,,15.9,,23.9,12.01,38.5
7.88,8.05,29.8,,,,,,15.91,,23.91,12.01,38.7
7.89,8.05,30,,,,,,15.92,,23.93,12.01,38.5
7.91,8.05,30,,,,,,15.94,,23.94,12.01,38.3
7.92,8.05,30.2,,,,,,15.95,,23.95,12.01,38.2
7.93,8.05,30.3,,,,,,15.96,,23.96,12.01,38.4
7.94,8.05,30.2,,,,,,15.97,,23.97,12.01,38.2
7.96,8.05,30,,,,,,15.99,,23.99,12.01,38.1
7.97,8.05,30.4,,,,,,16,,24,12.01,38.4
7.98,8.05,30.1,,,,,,16.01,,24.02,12.01,38.4
8,8.05,30,,,,,,16.03,,24.02,12.01,38.5
8.01,8.05,30.2,,,,,,16.04,,24.04,12,38.3
8.02,8.06,30.4,,,,,,16.05,,24.05,11.98,38
8.03,8.07,30.5,,,,,,16.06,,24.06,11.97,37.9
8.04,8.09,30.5,,,,,,16.07,,24.07,11.96,37.9
8.05,8.09,30.8,,,,,,16.08,,24.09,11.95,37.9
8.07,8.1,30.9,,,,,,16.1,,24.1,11.93,37.6
8.08,8.12,30.8,,,,,,16.11,,24.11,11.92,37.2
8.09,8.13,30.9,,,,,,16.12,,24.12,11.91,37
8.1,8.14,31,,,,,,16.13,,24.14,11.9,36.9
8.12,8.15,31,,,,,,16.15,,24.15,11.89,36.9
8.13,8.17,31.2,,,,,,16.16,,24.16,11.87,36.8
8.14,8.18,31.2,,,,,,16.17,,24.17,11.85,36.6
8.15,8.19,31.2,,,,,,16.18,,24.18,11.85,36.4
8.17,8.21,31.4,,,,,,16.2,,24.2,11.84,36.3
8.18,8.22,31.7,,,,,,16.21,,24.21,11.82,36.5
8.19,8.23,32,,,,,,16.22,,24.22,11.81,36.2
8.2,8.25,31.9,,,,,,16.23,,24.23,11.8,35.9
8.22,8.26,31.9,,,,,,16.25,,24.25,11.78,35.9
8.23,8.27,32,,,,,,16.26,,24.26,11.77,35.6
8.24,8.28,32.4,,,,,,16.27,,24.27,11.76,35.5
8.25,8.29,32.5,,,,,,16.28,,24.28,11.74,35.7
8.27,8.31,32.5,,,,,,16.3,,24.3,11.73,35.6
8.28,8.32,32.6,,,,,,16.31,,24.31,11.72,35.3
8.29,8.33,32.5,,,,,,16.32,,24.32,11.71,35.2
8.3,8.35,32.4,,,,,,16.33,,24.33,11.69,35
8.31,8.35,32.6,,,,,,16.34,,24.35,11.68,34.8
8.33,8.36,32.9,,,,,,16.36,,24.36,11.67,34.7
8.34,8.38,32.8,,,,,,16.37,,24.37,11.65,34.8
8.35,8.4,32.8,,,,,,16.38,,24.38,11.65,34.7
8.36,8.4,32.9,,,,,,16.39,,24.4,11.63,34.6
8.38,8.42,33.2,,,,,,16.41,,24.41,11.62,34.6
8.39,8.43,33.3,,,,,,16.42,,24.42,11.61,34.3
8.4,8.44,33.2,,,,,,16.43,,24.43,11.6,34.1
8.41,8.46,33.2,,,,,,16.44,,24.44,11.58,34.1
8.43,8.47,33.1,,,,,,16.46,,24.46,11.57,34.1
8.44,8.48,33.3,,,,,,16.47,,24.47,11.56,33.9
8.45,8.5,33.8,,,,,,16.48,,24.48,11.54,33.6
8.46,8.51,33.8,,,,,,16.49,,24.49,11.53,33.4
8.47,8.52,33.6,,,,,,16.5,,24.51,11.52,33.6
8.49,8.53,33.8,,,,,,16.52,,24.52,11.51,33.5
8.5,8.55,33.8,,,,,,16.53,,24.53,11.5,33.2
8.51,8.56,34.1,,,,,,16.54,,24.54,11.48,33
8.52,8.57,34.2,,,,,,16.55,,24.56,11.47,32.9
8.54,8.59,34.1,,,,,,16.57,,24.57,11.46,32.8
8.55,8.6,34.1,,,,,,16.58,,24.58,11.44,32.9
8.56,8.6,34.6,,,,,,16.59,,24.59,11.43,32.9
8.57,8.62,34.6,,,,,,16.6,,24.61,11.42,32.8
8.59,8.64,34.4,,,,,,16.62,,24.62,11.4,32.8
8.6,8.65,34.6,,,,,,16.63,,24.63,11.39,32.6
8.61,8.65,34.8,,,,,,16.64,,24.64,11.38,32.5
8.62,8.68,34.8,,,,,,16.65,,24.65,11.37,32.3
8.64,8.68,34.6,,,,,,16.67,,24.67,11.35,32.3
8.65,8.69,34.5,,,,,,16.68,,24.68,11.34,32.4
8.66,8.71,34.7,,,,,,16.69,,24.69,11.33,32.3
8.67,8.72,35.2,,,,,,16.7,,24.7,11.31,32.2
8.68,8.73,35.4,,,,,,16.71,,24.72,11.3,31.9
8.7,8.75,35.3,,,,,,16.73,,24.73,11.29,31.8
8.71,8.76,35.3,,,,,,16.74,,24.74,11.27,31.8
8.72,8.77,35.2,,,,,,16.75,,24.75,11.26,31.6
8.73,8.79,35.3,,,,,,16.76,,24.77,11.25,31.6
8.75,8.8,35.4,,,,,,16.78,,24.78,11.24,31.7
8.76,8.81,35.5,,,,,,16.79,,24.79,11.23,31.5
8.77,8.83,35.5,,,,,,16.8,,24.8,11.22,31.2
8.78,8.84,35.5,,,,,,16.81,,24.82,11.2,31.1
8.8,8.85,35.7,,,,,,16.83,,24.83,11.19,31
8.81,8.86,36,,,,,,16.84,,24.84,11.18,30.9
8.82,8.88,36.1,,,,,,16.85,,24.85,11.17,30.8
8.83,8.89,36.1,,,,,,16.86,,24.86,11.15,30.8
8.85,8.9,35.9,,,,,,16.88,,24.88,11.14,30.8
8.86,8.92,35.9,,,,,,16.89,,24.89,11.13,30.7
8.87,8.93,36.4,,,,,,16.9,,24.9,11.11,30.5
8.88,8.94,36.4,,,,,,16.91,,24.92,11.1,30.2
8.89,8.96,36.6,,,,,,16.92,,24.93,11.09,30.4
8.91,8.97,36.3,,,,,,16.94,,24.94,11.07,30.4
8.92,8.98,36.5,,,,,,16.95,,24.95,11.06,30.2
8.93,9,36.7,,,,,,16.96,,24.96,11.05,30
8.94,9.01,36.9,,,,,,16.97,,24.98,11.03,29.9
8.96,9.02,36.6,,,,,,16.99,,24.99,11.02,29.9
8.97,9.03,36.8,,,,,,17,,25,11.02,30
8.98,9.05,36.9,,,,,,17.01,,25.01,11,29.9
8.99,9.06,37.1,,,,,,17.02,,25.03,10.98,29.8
9.01,9.07,37.4,,,,,,17.04,,25.04,10.98,29.9
9.02,9.09,37.1,,,,,,17.05,,25.05,10.96,29.8
9.03,9.1,36.7,,,,,,17.06,,25.06,10.94,29.5
9.04,9.11,36.9,,,,,,17.07,,25.08,10.94,29.5
9.06,9.12,37.3,,,,,,17.09,,25.09,10.93,29.2
9.07,9.14,37.5,,,,,,17.1,,25.1,10.91,29.1
9.08,9.15,37.4,,,,,,17.11,,25.11,10.9,29.3
9.09,9.16,37.3,,,,,,17.12,,25.12,10.89,29.3
9.11,9.18,37.5,,,,,,17.14,,25.14,10.87,29.3
9.12,9.19,37.6,,,,,,17.15,,25.15,10.86,29
9.13,9.2,37.6,,,,,,17.16,,25.16,10.85,28.7
9.14,9.21,37.6,,,,,,17.17,,25.17,10.84,28.8
9.15,9.23,37.6,,,,,,17.18,,25.19,10.82,28.8
9.17,9.23,37.8,,,,,,17.2,,25.2,10.81,28.6
9.18,9.25,37.9,,,,,,17.21,,25.21,10.8,28.5
9.19,9.27,38.1,,,,,,17.22,,25.22,10.78,28.6
9.2,9.27,38.3,,,,,,17.23,,25.24,10.77,28.5
9.22,9.29,38.3,,,,,,17.25,,25.25,10.76,28.5
9.23,9.3,38.3,,,,,,17.26,,25.26,10.75,28.5
9.24,9.31,38.4,,,,,,17.27,,25.27,10.73,28.2
9.25,9.32,38.5,,,,,,17.28,,25.29,10.72,28.1
9.27,9.34,38.6,,,,,,17.3,,25.3,10.71,28
9.28,9.35,38.7,,,,,,17.31,,25.31,10.69,27.9
9.29,9.36,38.7,,,,,,17.32,,25.32,10.68,27.7
9.3,9.38,38.6,,,,,,17.33,,25.33,10.67,27.7
9.32,9.39,38.7,,,,,,17.35,,25.35,10.65,28
9.33,9.4,38.7,,,,,,17.36,,25.36,10.65,28
9.34,9.42,38.7,,,,,,17.37,,25.37,10.63,27.5
9.35,9.43,38.9,,,,,,17.38,,25.38,10.62,27.4
9.36,9.44,39.1,,,,,,17.39,,25.4,10.6,27.5
9.38,9.46,39,,,,,,17.41,,25.41,10.59,27.5
9.39,9.47,38.9,,,,,,17.42,,25.42,10.59,27.5
9.4,9.48,39.3,,,,,,17.43,,25.43,10.57,27.6
9.41,9.49,39.4,,,,,,17.44,,25.45,10.55,27.2
9.43,9.51,39.3,,,,,,17.46,,25.46,10.55,27
9.44,9.52,39.3,,,,,,17.47,,25.47,10.53,27.1
9.45,9.53,39.6,,,,,,17.48,,25.48,10.52,27
9.47,9.55,39.7,,,,,,17.5,,25.5,10.51,26.9
9.48,9.56,39.5,,,,,,17.51,,25.51,10.49,27
9.49,9.56,39.8,,,,,,17.52,,25.52,10.48,26.8
9.5,9.58,40,,,,,,17.53,,25.53,10.47,26.7
9.51,9.6,40.1,,,,,,17.54,,25.54,10.45,26.6
9.53,9.6,40.1,,,,,,17.56,,25.56,10.44,26.6
9.54,9.62,40.2,,,,,,17.57,,25.57,10.43,26.5
9.55,9.64,40.1,,,,,,17.58,,25.58,10.42,26.4
9.56,9.65,40,,,,,,17.59,,25.59,10.4,26.3
9.57,9.65,40,,,,,,17.6,,25.61,10.39,26.4
9.59,9.67,40.4,,,,,,17.62,,25.62,10.38,26.3
9.6,9.68,40.4,,,,,,17.63,,25.63,10.36,26.2
9.61,9.69,40.6,,,,,,17.64,,25.64,10.35,26.4
9.62,9.71,40.4,,,,,,17.65,,25.66,10.34,26.5
9.64,9.72,40.5,,,,,,17.67,,25.67,10.32,26.4
9.65,9.73,40.6,,,,,,17.68,,25.68,10.31,25.9
9.66,9.75,40.7,,,,,,17.69,,25.69,10.3,25.9
9.67,9.76,40.6,,,,,,17.7,,25.71,10.28,25.8
9.69,9.77,40.8,,,,,,17.72,,25.72,10.27,25.6
9.7,9.78,40.8,,,,,,17.73,,25.73,10.26,25.3
9.71,9.8,40.7,,,,,,17.74,,25.74,10.25,25.3
9.72,9.81,40.9,,,,,,17.75,,25.76,10.23,25.3
9.74,9.82,40.8,,,,,,17.77,,25.77,10.22,25.3
9.75,9.84,40.7,,,,,,17.78,,25.78,10.21,25.4
9.76,9.85,41.3,,,,,,17.79,,25.79,10.19,25.4
9.77,9.86,41.5,,,,,,17.8,,25.8,10.19,25.1
9.78,9.88,41.6,,,,,,17.81,,25.82,10.17,25
9.8,9.89,41.6,,,,,,17.83,,25.83,10.15,25.3
9.81,9.9,41.3,,,,,,17.84,,25.84,10.15,25.2
9.82,9.92,41.6,,,,,,17.85,,25.85,10.14,25
9.83,9.93,41.7,,,,,,17.86,,25.87,10.11,24.9
9.85,9.94,41.6,,,,,,17.88,,25.88,10.1,24.9
9.86,9.96,41.6,,,,,,17.89,,25.89,10.1,24.9
9.87,9.97,41.9,,,,,,17.9,,25.9,10.08,24.6
9.88,9.98,41.8,,,,,,17.91,,25.92,10.06,24.5
9.9,10,41.9,,,,,,17.93,,25.93,10.06,24.5
9.91,10.01,42,,,,,,17.94,,25.94,10.05,24.6
9.92,10.02,42,,,,,,17.95,,25.95,10.02,24.4
9.93,10.03,42,,,,,,17.96,,25.97,10.02,24.3
9.95,10.05,42.4,,,,,,17.98,,25.98,10,24.3
9.96,10.06,42.4,,,,,,17.99,,25.99,9.98,24.3
9.97,10.07,42.3,,,,,,18,,26,9.98,24
9.98,10.09,42.4,,,,,,18.01,,26.01,9.96,23.7
10,10.1,42.4,,,,,,18.03,,26.03,9.94,23.6
10.01,10.11,42.6,,,,,,18.04,,26.04,9.94,23.8
10.02,10.13,42.8,,,,,,18.05,,26.05,9.92,23.9
10.03,10.14,42.7,,,,,,18.06,,26.06,9.9,24
10.04,10.15,42.9,,,,,,18.07,,26.08,9.9,23.9
10.06,10.17,43,,,,,,18.09,,26.09,9.89,24
10.07,10.18,43.1,,,,,,18.1,,26.1,9.87,23.9
10.08,10.19,43,,,,,,18.11,,26.11,9.85,23.8
10.09,10.21,43.1,,,,,,18.12,,26.13,9.85,23.4
10.11,10.22,43.2,,,,,,18.14,,26.14,9.83,23.4
10.12,10.23,43,,,,,,18.15,,26.15,9.81,23.5
10.13,10.24,42.8,,,,,,18.16,,26.16,9.81,23.6
10.14,10.26,43.3,,,,,,18.17,,26.18,9.79,23.3
10.16,10.27,43.3,,,,,,18.19,,26.19,9.77,23.3
10.17,10.28,43.5,,,,,,18.2,,26.2,9.77,23
10.18,10.29,43.5,,,,,,18.21,,26.21,9.75,22.9
10.19,10.31,43.4,,,,,,18.22,,26.22,9.73,23
10.21,10.32,43.4,,,,,,18.24,,26.24,9.73,23.1
10.22,10.33,43.4,,,,,,18.25,,26.25,9.72,23.2
